# Date: 19/07/01 ,Author: E.Hubble
# Wavelength (m) ,Observation: 19909,Observation: 27028,Observation: 16652,Observation: 31458,Observation: 47548,Observation: 21100,Observation: 11768,Observation: 36969,Observation: 36656,Observation: 14915,Observation: 16766,Observation: 18197,Observation: 30915,Observation: 41090,Observation: 48054,Observation: 39451,Observation: 36999,Observation: 23674,Observation: 23095,Observation: 30768,Observation: 31991,Observation: 31544,Observation: 38008,Observation: 16076,Observation: 43937,Observation: 42251,Observation: 36537,Observation: 15338,Observation: 23522,Observation: 47565
6.636000000000000924e-07,1.227956659908745394e+02,1.508293332729824101e+02,1.219454903653985838e+02,1.369522651605029182e+02,1.216407506948242769e+02,1.087204691965660288e+02,1.289815694577613954e+02,1.095035441909530221e+02,1.221284947079507788e+02,1.074969511866748633e+02,1.676296418491405973e+02,1.445365965221062083e+02,1.101335079146631983e+02,1.256399187202515577e+02,1.148529221233860937e+02,1.346296072644870492e+02,1.342652170606386619e+02,1.593120053295102139e+02,1.389599063285941440e+02,1.027062087950380942e+02,1.149176919824141976e+02,1.161212832253021077e+02,1.362724373874453647e+02,1.453171094957948810e+02,1.139764157281717871e+02,1.071284322472856303e+02,1.014938973823443291e+02,1.192186765937945694e+02,1.781057567273723521e+02,1.442257052053553252e+02
6.637000000000000999e-07,1.382381179913002995e+02,1.482134364145597942e+02,1.359674414054753413e+02,1.263419675128313742e+02,1.220054133201501543e+02,1.201448405111762412e+02,1.367256277519958587e+02,1.171502546378852969e+02,1.147352064813236581e+02,1.058069063554353306e+02,1.597995760568722687e+02,1.530757135126852688e+02,1.137062898096734926e+02,1.242586689593725708e+02,1.018698494610695064e+02,1.374275937251134678e+02,1.233200150575337659e+02,1.551087195353286745e+02,1.266610377180864333e+02,1.087409075556312388e+02,1.144294227000663398e+02,1.318020331593582739e+02,1.292963196021616739e+02,1.476720977356936260e+02,1.061138918348660951e+02,1.088985077263631496e+02,1.134247065152096638e+02,1.429449972675898266e+02,1.759565087872830702e+02,1.467762134610722455e+02
6.638000000000000015e-07,1.277203501170836972e+02,1.499714856706220871e+02,1.310281813149065613e+02,1.470196899357588052e+02,1.141771014822400616e+02,1.168730910012753696e+02,1.284492684636588535e+02,1.214790136031464840e+02,1.092913818769978320e+02,1.038118950410997883e+02,1.580193813248754964e+02,1.407084165850991724e+02,1.264327908783101861e+02,1.326138952545495613e+02,9.824333345076905744e+01,1.276325608004746925e+02,1.319739546074427778e+02,1.434316488896922408e+02,1.434234389405459353e+02,9.819562699866207822e+01,1.081887253524819670e+02,1.284850930614347817e+02,1.254521382950652395e+02,1.302693461475127208e+02,9.459838109622261015e+01,1.071923890493870459e+02,1.076698727125371562e+02,1.229900191226647763e+02,1.694122179825988610e+02,1.377314864324925452e+02
6.639000000000000090e-07,1.240071957573002379e+02,1.526012531645574484e+02,1.273582830984468615e+02,1.333547507905376790e+02,1.282121927306918394e+02,1.242205613775782780e+02,1.200101017672849082e+02,1.197742769294874279e+02,1.101713171326250347e+02,1.019367325911260593e+02,1.567077318818093374e+02,1.384178718677084419e+02,1.192358635426740676e+02,1.328814994206901758e+02,1.107326048626366060e+02,1.383529556979251822e+02,1.350186775524939833e+02,1.544325313208133252e+02,1.336388577761126157e+02,1.014295082729243660e+02,1.032920153428362937e+02,1.117728657605032652e+02,1.204269985743221838e+02,1.382263757752143363e+02,9.216029707610474020e+01,1.071522526926389105e+02,1.065442123885012506e+02,1.376555063305199553e+02,1.796168075801094517e+02,1.433103008582388611e+02
6.640000000000000165e-07,1.244724868040404004e+02,1.483159250669496600e+02,1.337010597770693039e+02,1.384094434555061923e+02,1.184094337521358113e+02,1.102253556456029031e+02,1.416376729057001853e+02,1.252152293738446218e+02,1.109953641465996981e+02,1.009939093179068124e+02,1.672225817877404666e+02,1.385549876519889381e+02,1.272738495554462901e+02,1.382847196449057492e+02,1.142612606955205052e+02,1.313885056352830816e+02,1.257905096490666921e+02,1.586729918882930690e+02,1.403193550002361008e+02,8.943669078373156367e+01,1.119833777630267946e+02,1.202110505816950052e+02,1.378119380359563593e+02,1.299847840039595894e+02,9.480968001379824273e+01,1.141876171079470907e+02,1.135427284827054422e+02,1.328383605806607477e+02,1.783066910809501451e+02,1.497611502401496750e+02
6.641000000000000241e-07,1.219955404965921275e+02,1.449476821289368331e+02,1.241847488376039195e+02,1.451475795570246135e+02,1.252261703754840028e+02,1.140322431010733766e+02,1.301763663474172006e+02,1.233547889335644641e+02,1.021394137427204640e+02,9.824648149058752722e+01,1.603740372829268210e+02,1.422897149495312874e+02,1.332566446374962652e+02,1.352797344693374839e+02,1.017319205696621509e+02,1.407950698709233563e+02,1.266265812082733362e+02,1.475072750108257083e+02,1.304886239960407863e+02,9.698572611065738158e+01,1.101089072646300764e+02,1.248036899407135252e+02,1.331477621260362412e+02,1.296470672340797989e+02,1.185569445380573512e+02,1.198432323639558916e+02,1.049266322525806601e+02,1.300294464261295104e+02,1.807618102941786447e+02,1.464856862829382464e+02
6.642000000000001374e-07,1.361748004389327491e+02,1.534830375246438905e+02,1.323836172898587336e+02,1.287988926790540063e+02,1.191538739133368523e+02,1.101315021424832707e+02,1.319582923292562953e+02,1.222910220873415170e+02,1.089180922365785023e+02,1.023939102761064106e+02,1.660873860747896629e+02,1.470186755037976809e+02,1.185121654816364156e+02,1.284240344031931045e+02,1.068250888416450550e+02,1.378719800198187215e+02,1.309799143354065905e+02,1.534544186987396586e+02,1.321090360173969884e+02,9.734158636415075705e+01,1.114245402792544297e+02,1.342370061906147782e+02,1.291311990691909557e+02,1.462322168076239848e+02,1.022916314784581289e+02,1.144323424403098954e+02,1.183997065683479377e+02,1.312142998531926423e+02,1.752918653929352786e+02,1.521745780577800247e+02
6.643000000000000391e-07,1.335756767736137647e+02,1.515035259011877429e+02,1.199636491784257117e+02,1.449274662440005841e+02,1.290135788080026202e+02,1.246552472651504928e+02,1.332291481139674545e+02,1.199923214944758598e+02,1.081361362734272120e+02,1.094252124561619297e+02,1.662253197745190789e+02,1.441518229769488926e+02,1.212393163962947398e+02,1.390618029898047610e+02,1.101329826162023124e+02,1.379854251877679019e+02,1.237051427416508176e+02,1.507503039595380017e+02,1.411713964460688544e+02,1.009830856809640807e+02,1.083613696990985034e+02,1.180125904861025958e+02,1.269083442562112225e+02,1.322098686578079025e+02,9.903949552325136096e+01,1.156828916013888033e+02,9.707477592421449231e+01,1.439479723915177658e+02,1.748965308737532496e+02,1.437378701842597479e+02
6.644000000000000466e-07,1.202021856860764331e+02,1.521865970453023351e+02,1.408388913112649163e+02,1.416870120881704054e+02,1.249466838113517042e+02,1.208841281511108150e+02,1.277243002947921298e+02,1.343542201136508538e+02,1.152298940642076133e+02,1.094958607113159559e+02,1.644750200258648078e+02,1.474029297429530345e+02,1.222371184349536009e+02,1.272586081498081683e+02,1.124230194498629203e+02,1.475480945806404520e+02,1.248921153301240139e+02,1.450763433353849337e+02,1.349315170050873576e+02,1.071115934000456633e+02,1.153695533719457842e+02,1.205152460990098149e+02,1.240941309824927288e+02,1.322938892250731158e+02,1.023734534968784118e+02,1.060677482795732089e+02,1.155408457395951984e+02,1.288295423441481375e+02,1.752191636896451996e+02,1.444988899903786717e+02
6.645000000000000541e-07,1.275360100826377732e+02,1.488855163172041216e+02,1.299466071435856804e+02,1.408230605798662793e+02,1.350842239205181272e+02,1.238910579467123938e+02,1.145450865180122264e+02,1.210699967252076448e+02,1.139857764130203890e+02,1.001325671456027351e+02,1.672609101161935428e+02,1.437957530900982306e+02,1.180319612856233391e+02,1.368814456892011435e+02,9.741628867996918473e+01,1.403734006094086624e+02,1.225780012137750816e+02,1.544432799131432148e+02,1.425196627014987314e+02,1.070754981863609174e+02,1.146238024757649043e+02,1.206413672937108998e+02,1.319996393655132465e+02,1.407970225652719591e+02,9.816375145689031001e+01,1.104351768043484725e+02,1.024724394272977293e+02,1.363122351326973956e+02,1.695700735757919801e+02,1.340160571241632397e+02
6.646000000000000616e-07,1.238213578937674271e+02,1.579778960813142135e+02,1.298416301058659030e+02,1.334057558401747769e+02,1.170644122390875879e+02,1.098227236907917472e+02,1.338367005789338577e+02,1.244747485306812536e+02,1.067369299772157945e+02,1.041500994575452097e+02,1.691700096503400914e+02,1.344842935861275350e+02,1.129556597191055261e+02,1.254357930241461219e+02,1.041396922542717931e+02,1.393275246913716785e+02,1.237327898805823736e+02,1.421345830163859887e+02,1.413506113258509913e+02,9.065676087890228985e+01,1.061817534532601428e+02,1.294595592752782807e+02,1.312914198116899627e+02,1.368555048436900563e+02,9.329320130996282501e+01,1.037289162192860488e+02,1.030898153280012508e+02,1.365781511802750003e+02,1.819646113584317675e+02,1.506409922754646118e+02
6.647000000000000691e-07,1.258112617101840129e+02,1.556764603790138608e+02,1.258914089684210893e+02,1.422915518719576369e+02,1.157172313235475656e+02,1.183078301300041630e+02,1.317409273110982610e+02,1.323427762110356412e+02,1.171342265549514394e+02,9.387862354655962349e+01,1.551486719674119001e+02,1.388735821517183240e+02,1.374073434668464131e+02,1.302032192455218080e+02,1.029326068859831764e+02,1.314662160374422228e+02,1.285847541524224766e+02,1.511933823748922521e+02,1.501438072653504037e+02,1.082604726955174215e+02,1.098247804553910925e+02,1.152636487764731896e+02,1.277716502338170415e+02,1.246141765650611859e+02,9.960433912348904073e+01,1.122460673616950402e+02,1.110763088936152911e+02,1.420667689842310892e+02,1.777036463803829633e+02,1.450029535119406034e+02
6.647999999999999708e-07,1.282895584628240044e+02,1.476910247221934469e+02,1.537152057157624370e+02,1.384062399527401794e+02,1.373690801878021261e+02,1.282883381807107241e+02,1.287494170486992004e+02,1.238678790456733907e+02,1.032513695935292475e+02,1.089757508566951287e+02,1.614331107832430234e+02,1.416563094592224274e+02,1.257092555194304424e+02,1.359896665499186099e+02,9.749677184400698593e+01,1.479905458795574589e+02,1.205166606931272497e+02,1.523380318714735040e+02,1.314972462929663948e+02,1.037931664787056718e+02,1.153615872952191950e+02,1.219821773806860676e+02,1.255444063690029992e+02,1.360542524339282693e+02,1.080657438609332388e+02,1.133691741140226128e+02,1.161205496173011227e+02,1.246183747102487871e+02,1.715603736040606293e+02,1.370256467871266466e+02
6.648999999999999783e-07,1.229170662798898235e+02,1.472052953004682934e+02,1.248420200632081247e+02,1.321865243754826054e+02,1.187686667785763603e+02,1.277368792358666809e+02,1.307301844402413451e+02,1.271272822781521086e+02,1.115671407685944274e+02,1.066117609260299872e+02,1.705284797176944949e+02,1.462269495935543944e+02,1.185193773037683371e+02,1.342008443233961827e+02,1.139588739443865109e+02,1.265550455535881156e+02,1.260727284316063077e+02,1.505351372528949412e+02,1.378401479236780460e+02,1.011411673938630287e+02,1.178620879334138465e+02,1.306096746113225606e+02,1.355444117759605831e+02,1.361433588937545665e+02,1.028701203778922206e+02,1.091274901873003103e+02,1.181636321588391638e+02,1.307218950986263906e+02,1.707094675807462352e+02,1.383629996363303860e+02
6.650000000000000917e-07,1.254556618769223491e+02,1.546417053707050400e+02,1.370470409750991507e+02,1.394089738441842883e+02,1.188589589038118106e+02,1.227440922449342224e+02,1.136137301262532873e+02,1.255899372768753466e+02,1.084168878140018535e+02,1.194847671483388467e+02,1.698458289972748503e+02,1.459140373385518501e+02,1.166637848602805292e+02,1.221661767602075912e+02,1.169803547142707316e+02,1.305897220382087767e+02,1.341425373678561073e+02,1.503234096261809896e+02,1.445376468301412558e+02,9.373356488115166485e+01,1.204012230198103310e+02,1.300397261037927592e+02,1.224051902917281467e+02,1.308639055631798271e+02,1.071787633866441780e+02,1.151738995540901982e+02,1.166286941749284978e+02,1.365843467649887373e+02,1.722981333654063008e+02,1.442468374307904924e+02
6.651000000000000992e-07,1.232807589336801328e+02,1.471574232792324892e+02,1.284142255926173561e+02,1.412249257756594147e+02,1.340416396778547892e+02,1.110834711945007740e+02,1.290766853962197445e+02,1.278903376575540705e+02,1.168435303407877939e+02,9.482861044668572958e+01,1.559887985781622604e+02,1.492346971468138861e+02,1.192935486439747876e+02,1.406861091707625349e+02,9.395831178320048593e+01,1.368700240898826053e+02,1.218535901518026776e+02,1.617157851203188272e+02,1.360802530928868919e+02,9.728857161122327568e+01,1.027951734141807094e+02,1.219677321592753714e+02,1.193882470868259702e+02,1.431505656814023553e+02,9.988739160042324272e+01,1.124528283832742801e+02,1.100323788351155230e+02,1.366953310542344582e+02,1.763251161733278991e+02,1.548680225192937598e+02
6.652000000000001067e-07,1.321374177204791351e+02,1.542836347500316379e+02,1.296168310173584359e+02,1.470570734989471475e+02,1.159782312174578749e+02,1.216316709073529836e+02,1.207724512665529915e+02,1.118394150986111555e+02,1.178304836064678227e+02,9.783985356324822646e+01,1.652154262028371647e+02,1.382010159466883863e+02,1.106791875121781601e+02,1.489289297242889063e+02,1.055463932808091982e+02,1.363947706491711074e+02,1.138241169515726057e+02,1.534873323161731093e+02,1.411816814847434784e+02,1.035703991479906847e+02,1.185183381318801281e+02,1.261209129565029343e+02,1.194790658724511445e+02,1.385021467710435843e+02,1.015792570990229109e+02,1.085591113518072603e+02,1.062271186018725473e+02,1.324092770899918321e+02,1.729356095793810368e+02,1.386525921294787622e+02
6.653000000000000083e-07,1.293432057735176386e+02,1.455586412998427477e+02,1.314320335262022468e+02,1.405792070271844807e+02,1.260171433647136610e+02,1.250789695376875557e+02,1.427069933054609692e+02,1.204648368493873107e+02,1.165584139460972466e+02,9.653376817827464151e+01,1.670243615731144757e+02,1.434738548343708260e+02,1.280311018927498026e+02,1.400091959525184961e+02,9.731871971852439174e+01,1.401195329695813427e+02,1.249085036048361559e+02,1.558999105190926002e+02,1.394695027926039756e+02,1.004829378432473987e+02,1.083368587122987918e+02,1.115924697529875118e+02,1.244170179093235333e+02,1.460526960576231090e+02,9.611785649990014235e+01,1.095236955429175794e+02,1.143423895140631714e+02,1.363131243171848439e+02,1.659908770703931395e+02,1.400232687405946308e+02
6.654000000000000158e-07,1.357143919062579016e+02,1.482281582781058944e+02,1.339601254560624000e+02,1.345364734625193535e+02,1.149575256824473684e+02,1.193059533455900407e+02,1.293033465835653431e+02,1.244062043560642223e+02,1.059777307557463359e+02,9.580484896815451634e+01,1.649574718646382223e+02,1.465452558089176591e+02,1.269451985290312308e+02,1.293130484247754453e+02,9.574855091413326136e+01,1.313186894192257341e+02,1.278858181617423497e+02,1.588352076970732298e+02,1.273910728668213181e+02,1.086525686343891408e+02,1.032036028889263832e+02,1.249322299582790805e+02,1.245335016610456904e+02,1.310810969232251182e+02,1.016961939263315458e+02,1.149657745391936174e+02,1.122966409290067702e+02,1.335702015408540717e+02,1.878139038395848388e+02,1.360548250466521552e+02
6.655000000000000234e-07,1.273116866624082917e+02,1.484055984518077480e+02,1.313196451534735729e+02,1.359752841878001277e+02,1.285034043340970413e+02,1.292665854406837695e+02,1.331014646514142328e+02,1.238663401753860711e+02,1.177414787301655110e+02,1.113777519238352909e+02,1.670637238430522018e+02,1.398060354038580329e+02,1.237396268658378915e+02,1.377833435479060142e+02,1.022903418740971233e+02,1.425541100648030408e+02,1.276901814325635200e+02,1.396133235543745741e+02,1.360629991324021262e+02,1.071048263035736881e+02,1.196709097035589195e+02,1.289430011256285127e+02,1.151272369435340295e+02,1.331738925946535232e+02,9.551411962129289179e+01,1.138341378612934847e+02,1.151180942228116919e+02,1.289846773038626964e+02,1.691616086617294741e+02,1.412632133141959798e+02
6.656000000000000309e-07,1.300846905439236991e+02,1.429738034217248526e+02,1.231401677697750756e+02,1.330170363879200295e+02,1.249568326194965664e+02,1.123468210331994328e+02,1.311721828097071239e+02,1.114548638747897797e+02,1.259430391762733308e+02,1.088761320849060752e+02,1.655266588776000845e+02,1.465053579871934630e+02,1.258554327045189041e+02,1.324798585751104838e+02,1.065419649890284148e+02,1.388879156607880248e+02,1.302133718436308243e+02,1.583028729762518765e+02,1.371572915434052788e+02,1.024293267663752687e+02,1.006209145655149086e+02,1.284402539489969399e+02,1.156384464366794731e+02,1.343850983306266471e+02,1.087499241666435239e+02,1.142321392603720369e+02,1.122398230975018407e+02,1.296440664820212305e+02,1.775874535595810357e+02,1.456139917457185788e+02
6.657000000000000384e-07,1.287046700987495740e+02,1.497136335130979887e+02,1.356847961420963031e+02,1.369367537501282186e+02,1.172717275674647368e+02,1.204274601895242967e+02,1.218147940062570171e+02,1.157126428758492978e+02,1.185236469535060593e+02,1.037734813140809536e+02,1.618337512671236880e+02,1.330617166806233058e+02,1.258415147860575303e+02,1.346676218167804961e+02,1.001412736341669216e+02,1.340938679007544749e+02,1.277456262648865248e+02,1.501495728365748334e+02,1.264609602370663879e+02,1.089126964293154458e+02,1.116086569382688367e+02,1.275855668352562731e+02,1.342363517867841267e+02,1.465434143653180570e+02,9.755379726766588533e+01,1.045138103239738570e+02,1.083923753099814462e+02,1.398329604264834813e+02,1.769041638231245486e+02,1.374298237152756030e+02
